City,State,Median income (USD)
Reedsville,Pennsylvania,48015
Reese,Pennsylvania,-
Refton,Pennsylvania,125536
Rehrersburg,Pennsylvania,-
Reiffton,Pennsylvania,115391
Reightown,Pennsylvania,71442
Reinerton,Pennsylvania,43773
Reinholds,Pennsylvania,80819
Rennerdale,Pennsylvania,83702
Renningers,Pennsylvania,74063
Renovo borough,Pennsylvania,28125
Republic,Pennsylvania,46685
Reservoir,Pennsylvania,-
Revloc,Pennsylvania,-
Rew,Pennsylvania,90962
Reynolds Heights,Pennsylvania,46133
Reynoldsville borough,Pennsylvania,40809
Rheems,Pennsylvania,81667
Rices Landing borough,Pennsylvania,89875
Riceville,Pennsylvania,73750
Richboro,Pennsylvania,135791
Richfield,Pennsylvania,-
Richland borough,Pennsylvania,89028
Richlandtown borough,Pennsylvania,68889
Ridgway borough,Pennsylvania,53788
Ridley Park borough,Pennsylvania,86730
Riegelsville borough,Pennsylvania,78625
Rimersburg borough,Pennsylvania,49063
Ringtown borough,Pennsylvania,63214
Riverside,Pennsylvania,-
Riverside borough,Pennsylvania,78073
Riverview Park,Pennsylvania,98582
Roaring Spring borough,Pennsylvania,59432
Robeson Extension,Pennsylvania,61563
Robesonia borough,Pennsylvania,65878
Robinson,Pennsylvania,46625
Rochester borough,Pennsylvania,35088
Rockhill borough,Pennsylvania,80000
Rockledge borough,Pennsylvania,71838
Rockwood borough,Pennsylvania,38125
Rogersville,Pennsylvania,73654
Rohrsburg,Pennsylvania,-
Rome borough,Pennsylvania,54135
Ronco,Pennsylvania,-
Ronks,Pennsylvania,-
Roots,Pennsylvania,-
Roscoe borough,Pennsylvania,52882
Rosemont,Pennsylvania,87742
Roseto borough,Pennsylvania,71538
Rose Valley borough,Pennsylvania,185500
Roseville borough,Pennsylvania,44444
Roslyn,Pennsylvania,83852
Rossiter,Pennsylvania,61250
Rosslyn Farms borough,Pennsylvania,81250
Rote,Pennsylvania,71394
Rothsville,Pennsylvania,95875
Roulette,Pennsylvania,45417
Rouseville borough,Pennsylvania,48646
Rouzerville,Pennsylvania,43807
Rowes Run,Pennsylvania,55417
Royalton borough,Pennsylvania,60677
Royer,Pennsylvania,50500
Royersford borough,Pennsylvania,59932
Runville,Pennsylvania,72946
Rupert,Pennsylvania,57813
Rural Valley borough,Pennsylvania,61875
Russell,Pennsylvania,83643
Russellton,Pennsylvania,67976
Rutherford,Pennsylvania,71944
Rutledge borough,Pennsylvania,112083
Sadsburyville,Pennsylvania,83182
Saegertown borough,Pennsylvania,60278
St. Clair,Pennsylvania,22250
St. Clair borough,Pennsylvania,51797
St. Clairsville borough,Pennsylvania,41500
St. Davids,Pennsylvania,159097
St. Lawrence borough,Pennsylvania,71163
St. Marys,Pennsylvania,57746
St. Michael,Pennsylvania,-
St. Petersburg borough,Pennsylvania,42500
St. Vincent College,Pennsylvania,-
Salisbury borough,Pennsylvania,60795
Salix,Pennsylvania,57500
Salladasburg borough,Pennsylvania,51563
Salona,Pennsylvania,-
Saltillo borough,Pennsylvania,66607
Saltsburg borough,Pennsylvania,49453
Salunga,Pennsylvania,64009
Sanatoga,Pennsylvania,77639
Sand Hill,Pennsylvania,76923
Sandy,Pennsylvania,62031
Sandy Lake borough,Pennsylvania,57500
Sandy Ridge,Pennsylvania,-
Sankertown borough,Pennsylvania,62143
Saw Creek,Pennsylvania,73977
Saxonburg borough,Pennsylvania,47262
Saxton borough,Pennsylvania,31875
Saylorsburg,Pennsylvania,77695
Sayre borough,Pennsylvania,44413
Scalp Level borough,Pennsylvania,35417
Schaefferstown,Pennsylvania,89255
Schellsburg borough,Pennsylvania,55313
Schlusser,Pennsylvania,83628
Schnecksville,Pennsylvania,103281
Schoeneck,Pennsylvania,67354
Schubert,Pennsylvania,-
Schuylkill Haven borough,Pennsylvania,47591
Schwenksville borough,Pennsylvania,63309
Scotland,Pennsylvania,61771
Scottdale borough,Pennsylvania,56218
Scranton,Pennsylvania,44161
Selinsgrove borough,Pennsylvania,56625
Sellersville borough,Pennsylvania,75511
Seltzer,Pennsylvania,58750
Seneca,Pennsylvania,62969
Seven Fields borough,Pennsylvania,111574
Seven Springs borough,Pennsylvania,36250
Seven Valleys borough,Pennsylvania,53750
Seward borough,Pennsylvania,53611
Sewickley borough,Pennsylvania,82672
Sewickley Heights borough,Pennsylvania,228000
Sewickley Hills borough,Pennsylvania,147625
Shade Gap borough,Pennsylvania,52250
Shamokin,Pennsylvania,30711
Shamokin Dam borough,Pennsylvania,68056
Shanksville borough,Pennsylvania,47188
Shanor-Northvue,Pennsylvania,95083
Sharon,Pennsylvania,35814
Sharon Hill borough,Pennsylvania,67909
Sharpsburg borough,Pennsylvania,40472
Sharpsville borough,Pennsylvania,44194
Shartlesville,Pennsylvania,60469
Shavertown,Pennsylvania,42805
Sheakleyville borough,Pennsylvania,58194
Sheatown,Pennsylvania,85066
Sheffield,Pennsylvania,52361
Shelltown,Pennsylvania,94375
Shellytown,Pennsylvania,116250
Shelocta borough,Pennsylvania,40500
Shenandoah borough,Pennsylvania,36736
Shenandoah Heights,Pennsylvania,79667
Sheppton,Pennsylvania,43625
Shickshinny borough,Pennsylvania,42083
Shillington borough,Pennsylvania,62713
Shiloh,Pennsylvania,66333
Shinglehouse borough,Pennsylvania,30333
Shippensburg borough,Pennsylvania,45219
Shippensburg University,Pennsylvania,18125
Shippenville borough,Pennsylvania,41250
Shippingport borough,Pennsylvania,78365
Shiremanstown borough,Pennsylvania,64659
Shirleysburg borough,Pennsylvania,48750
Shoemakersville borough,Pennsylvania,67422
Shrewsbury borough,Pennsylvania,87090
Sickles Corner,Pennsylvania,76250
Sidman,Pennsylvania,-
Sierra View,Pennsylvania,73417
Siglerville,Pennsylvania,104013
Silkworth,Pennsylvania,50000
Silverdale borough,Pennsylvania,100163
Simpson,Pennsylvania,42444
Sinking Spring borough,Pennsylvania,72344
Skelp,Pennsylvania,78750
Ski Gap,Pennsylvania,-
Skippack,Pennsylvania,137887
Skyline View,Pennsylvania,97077
Slabtown,Pennsylvania,80781
Slatedale,Pennsylvania,-
Slatington borough,Pennsylvania,45271
Slickville,Pennsylvania,44750
Sligo borough,Pennsylvania,35208
Slippery Rock borough,Pennsylvania,50492
Slippery Rock University,Pennsylvania,-
Slovan,Pennsylvania,68173
Smethport borough,Pennsylvania,54306
Smicksburg borough,Pennsylvania,30000
Smith Corner,Pennsylvania,-
Smithfield borough,Pennsylvania,58333
Smithton borough,Pennsylvania,62500
Smock,Pennsylvania,56250
Smoketown,Pennsylvania,-
Snow Shoe borough,Pennsylvania,63203
S.N.P.J. borough,Pennsylvania,56875
Snydertown,Pennsylvania,90625
Snydertown borough,Pennsylvania,51607
Somerset borough,Pennsylvania,45238
Soudersburg,Pennsylvania,101364
Souderton borough,Pennsylvania,72448
South Bethlehem borough,Pennsylvania,52500
South Coatesville borough,Pennsylvania,56087
South Connellsville borough,Pennsylvania,39554
South Fork borough,Pennsylvania,30990
South Greensburg borough,Pennsylvania,52396
South Heights borough,Pennsylvania,66458
Southmont borough,Pennsylvania,60759
South New Castle borough,Pennsylvania,60132
South Philipsburg,Pennsylvania,51712
South Pottstown,Pennsylvania,59422
South Renovo borough,Pennsylvania,45000
South Temple,Pennsylvania,69318
South Uniontown,Pennsylvania,63688
Southview,Pennsylvania,-
South Waverly borough,Pennsylvania,77708
Southwest Greensburg borough,Pennsylvania,54000
South Williamsport borough,Pennsylvania,56755
Spartansburg borough,Pennsylvania,49432
Speers borough,Pennsylvania,66406
Spinnerstown,Pennsylvania,135081
Springboro borough,Pennsylvania,46000
Spring City borough,Pennsylvania,65888
Springdale borough,Pennsylvania,64432
Spring Drive Mobile Home Park,Pennsylvania,26250
Spring Grove borough,Pennsylvania,64242
Spring Hill,Pennsylvania,41250
Spring House,Pennsylvania,158008
Spring Mills,Pennsylvania,-
Springmont,Pennsylvania,-
Spring Mount,Pennsylvania,94071
Spring Ridge,Pennsylvania,54167
Sproul,Pennsylvania,-
Spry,Pennsylvania,86453
Starbrick,Pennsylvania,37344
Star Junction,Pennsylvania,40486
Starrucca borough,Pennsylvania,59028
State College borough,Pennsylvania,43015
State Line,Pennsylvania,64141
Steelton borough,Pennsylvania,45599
Stevens,Pennsylvania,41906
Stewartstown borough,Pennsylvania,68083
Stiles,Pennsylvania,80320
Stillwater borough,Pennsylvania,57500
Stockdale borough,Pennsylvania,45833
Stockertown borough,Pennsylvania,99375
Stoneboro borough,Pennsylvania,39125
Stonerstown,Pennsylvania,41989
Stonybrook,Pennsylvania,121389
Stony Creek Mills,Pennsylvania,52697
Stormstown,Pennsylvania,129421
Stouchsburg,Pennsylvania,65556
Stowe,Pennsylvania,69750
Stoystown borough,Pennsylvania,51563
Strasburg borough,Pennsylvania,79640
Strattanville borough,Pennsylvania,48233
Strausstown,Pennsylvania,-
Strodes Mills,Pennsylvania,55313
Strong,Pennsylvania,-
Stroudsburg borough,Pennsylvania,51765
Sturgeon,Pennsylvania,94327
Sugarcreek borough,Pennsylvania,53026
Sugar Grove borough,Pennsylvania,68500
Sugar Notch borough,Pennsylvania,61250
Summerhill borough,Pennsylvania,62917
Summerville borough,Pennsylvania,51111
Summit Hill borough,Pennsylvania,56042
Summit Station,Pennsylvania,-
Sunbrook,Pennsylvania,-
Sunbury,Pennsylvania,37851
Sunrise Lake,Pennsylvania,-
Sun Valley,Pennsylvania,62589
Susquehanna Depot borough,Pennsylvania,47500
Susquehanna Trails,Pennsylvania,55482
Sutersville borough,Pennsylvania,60714
Swarthmore borough,Pennsylvania,128995
Swartzville,Pennsylvania,118750
Swedeland,Pennsylvania,99375
Sweden Valley,Pennsylvania,58750
Swissvale borough,Pennsylvania,52665
Swoyersville borough,Pennsylvania,56564
Sykesville borough,Pennsylvania,36477
Sylvan Hills,Pennsylvania,85250
Sylvania borough,Pennsylvania,56000
Table Rock,Pennsylvania,45694
Tamaqua borough,Pennsylvania,46423
Tarentum borough,Pennsylvania,37513
Tatamy borough,Pennsylvania,64583
Taylor borough,Pennsylvania,54886
Taylorstown,Pennsylvania,77917
Telford borough,Pennsylvania,70811
Temple,Pennsylvania,61532
Templeton,Pennsylvania,51750
Terre Hill borough,Pennsylvania,62841
Tharptown (Uniontown),Pennsylvania,51591
The Hideout,Pennsylvania,49825
Thompson borough,Pennsylvania,38958
Thompsontown borough,Pennsylvania,40511
Thompsonville,Pennsylvania,106307
Thornburg borough,Pennsylvania,200000
Thorndale,Pennsylvania,89150
Three Springs borough,Pennsylvania,57500
Throop borough,Pennsylvania,43571
Tidioute borough,Pennsylvania,33594
Timber Hills,Pennsylvania,128357
Timblin borough,Pennsylvania,68750
Tioga borough,Pennsylvania,37361
Tionesta borough,Pennsylvania,40313
Tipton,Pennsylvania,59265
Titusville,Pennsylvania,36111
Toftrees,Pennsylvania,57898
Topton borough,Pennsylvania,77135
Toughkenamon,Pennsylvania,89453
Towamensing Trails,Pennsylvania,72212
Towanda borough,Pennsylvania,46470
Tower City borough,Pennsylvania,60313
Townville borough,Pennsylvania,45000
Trafford borough,Pennsylvania,52746
Trainer borough,Pennsylvania,75875
Trappe borough,Pennsylvania,117955
Treasure Lake,Pennsylvania,94808
Tremont borough,Pennsylvania,57768
Tresckow,Pennsylvania,44519
Trevorton,Pennsylvania,61563
Trevose,Pennsylvania,69978
Trexlertown,Pennsylvania,69821
Trooper,Pennsylvania,115040
Troutville borough,Pennsylvania,66250
Troxelville,Pennsylvania,57292
Troy borough,Pennsylvania,46087
Trucksville,Pennsylvania,65250
Trumbauersville borough,Pennsylvania,90694
Tullytown borough,Pennsylvania,62077
Tunkhannock borough,Pennsylvania,50871
Tunnelhill borough,Pennsylvania,52679
Turbotville borough,Pennsylvania,85750
Turtle Creek borough,Pennsylvania,36132
Tuscarora,Pennsylvania,48750
Twilight borough,Pennsylvania,62917
Tyler Run,Pennsylvania,70519
Tylersburg,Pennsylvania,79375
Tylersville,Pennsylvania,40833
Tyrone borough,Pennsylvania,44788
Tyrone Forge,Pennsylvania,-
Ulysses borough,Pennsylvania,30833
Union City borough,Pennsylvania,42292
Union Dale borough,Pennsylvania,53750
Union Deposit,Pennsylvania,-
Uniontown,Pennsylvania,32016
Unionville CDP (Butler County),Pennsylvania,42875
Unionville borough,Pennsylvania,61250
Unionville CDP (Chester County),Pennsylvania,-
University of Pittsburgh Bradford,Pennsylvania,-
University of Pittsburgh Johnstown,Pennsylvania,-
Upland borough,Pennsylvania,53649
Upper Exeter,Pennsylvania,75971
Ursina borough,Pennsylvania,35536
Utica borough,Pennsylvania,61042
Vail,Pennsylvania,-
Valencia borough,Pennsylvania,60875
Valley Green,Pennsylvania,81667
Valley-Hi borough,Pennsylvania,-
Valley View CDP (Schuylkill County),Pennsylvania,67583
Valley View CDP (York County),Pennsylvania,68676
Vanderbilt borough,Pennsylvania,50714
Vandergrift borough,Pennsylvania,45655
Vandling borough,Pennsylvania,85313
Van Voorhis,Pennsylvania,34164
Venango borough,Pennsylvania,61250
Verona borough,Pennsylvania,44195
Versailles borough,Pennsylvania,39315
Vicksburg CDP (Blair County),Pennsylvania,-
Vicksburg CDP (Union County),Pennsylvania,-
Village Green-Green Ridge,Pennsylvania,89563
Village Shires,Pennsylvania,86014
Villanova,Pennsylvania,250000
Vinco,Pennsylvania,72016
Vintondale borough,Pennsylvania,38500
Virginville,Pennsylvania,95463
Volant borough,Pennsylvania,70000
Vowinckel,Pennsylvania,45179
Wagner,Pennsylvania,-
Wakefield,Pennsylvania,70500
Wall borough,Pennsylvania,56500
Wallaceton borough,Pennsylvania,43125
Wallenpaupack Lake Estates,Pennsylvania,74457
Waller,Pennsylvania,250000
Walnutport borough,Pennsylvania,68409
Walnuttown,Pennsylvania,51544
Wampum borough,Pennsylvania,50682
Wanamie,Pennsylvania,46033
Warminster Heights,Pennsylvania,48917
Warren,Pennsylvania,46053
Warrior Run borough,Pennsylvania,38750
Washington,Pennsylvania,45049
Washington Boro,Pennsylvania,108438
Washingtonville borough,Pennsylvania,47750
Waterford borough,Pennsylvania,54583
Watsontown borough,Pennsylvania,43100
Wattsburg borough,Pennsylvania,50625
Waverly,Pennsylvania,108558
Waymart borough,Pennsylvania,47625
Wayne,Pennsylvania,106590
Wayne Heights,Pennsylvania,82438
Waynesboro borough,Pennsylvania,51925
Waynesburg borough,Pennsylvania,36875
Weatherly borough,Pennsylvania,44963
Webster,Pennsylvania,90781
Weedville,Pennsylvania,53611
Weigelstown,Pennsylvania,58913
Weissport borough,Pennsylvania,48125
Weissport East,Pennsylvania,67969
Wellersburg borough,Pennsylvania,48125
Wellsboro borough,Pennsylvania,51099
Wellsville borough,Pennsylvania,77833
Wernersville borough,Pennsylvania,56282
Wescosville,Pennsylvania,101750
Wesleyville borough,Pennsylvania,50284
West Alexander,Pennsylvania,61625
West Brownsville borough,Pennsylvania,67667
West Chester borough,Pennsylvania,65027
West Conshohocken borough,Pennsylvania,122813
West Decatur,Pennsylvania,33194
West Easton borough,Pennsylvania,62000
West Elizabeth borough,Pennsylvania,46705
West Fairview,Pennsylvania,59912
West Falls,Pennsylvania,46974
Westfield borough,Pennsylvania,42273
West Grove borough,Pennsylvania,77218
West Hamburg,Pennsylvania,63750
West Hazleton borough,Pennsylvania,44114
West Hills,Pennsylvania,85665
West Homestead borough,Pennsylvania,65938
West Kittanning borough,Pennsylvania,57039
Westland,Pennsylvania,-
West Lawn,Pennsylvania,73125
West Leechburg borough,Pennsylvania,71250
West Liberty borough,Pennsylvania,58438
West Mayfield borough,Pennsylvania,47221
West Middlesex borough,Pennsylvania,64280
West Middletown borough,Pennsylvania,68523
West Mifflin borough,Pennsylvania,58689
West Milton,Pennsylvania,24635
Westmont borough,Pennsylvania,84750
West Nanticoke,Pennsylvania,61786
West Newton borough,Pennsylvania,39950
Weston,Pennsylvania,85119
Westover borough,Pennsylvania,39375
West Pittsburg,Pennsylvania,36639
West Pittston borough,Pennsylvania,58021
West Reading borough,Pennsylvania,50978
West Sunbury borough,Pennsylvania,40655
West View borough,Pennsylvania,66707
West Waynesburg,Pennsylvania,35158
Westwood CDP (Cambria County),Pennsylvania,45625
Westwood CDP (Chester County),Pennsylvania,75270
West Wyoming borough,Pennsylvania,68264
West Wyomissing,Pennsylvania,70442
West York borough,Pennsylvania,53646
Wheatland borough,Pennsylvania,39464
Whitaker borough,Pennsylvania,55256
Whitehall borough,Pennsylvania,66531
White Haven borough,Pennsylvania,48667
White Mills,Pennsylvania,40560
White Oak borough,Pennsylvania,52403
Whitfield,Pennsylvania,107917
Wickerham Manor-Fisher,Pennsylvania,80714
Wiconsico,Pennsylvania,50729
Wilburton Number One,Pennsylvania,46161
Wilburton Number Two,Pennsylvania,36875
Wilcox,Pennsylvania,46875
Wilkes-Barre,Pennsylvania,42430
Wilkinsburg borough,Pennsylvania,39793
Williamsburg borough,Pennsylvania,45000
Williamsport,Pennsylvania,45060
Williamstown borough,Pennsylvania,52619
Willow Grove,Pennsylvania,94587
Willow Street,Pennsylvania,92433
Wilmerding borough,Pennsylvania,26985
Wilmore borough,Pennsylvania,53750
Wilson borough,Pennsylvania,80521
Windber borough,Pennsylvania,41587
Wind Gap borough,Pennsylvania,50128
Wind Ridge,Pennsylvania,49792
Windsor borough,Pennsylvania,54569
Winfield,Pennsylvania,72222
Winterstown borough,Pennsylvania,54167
Witmer,Pennsylvania,-
Wolfdale,Pennsylvania,65938
Womelsdorf borough,Pennsylvania,88798
Woodbourne,Pennsylvania,131250
Woodbury borough,Pennsylvania,46875
Woodcock borough,Pennsylvania,68750
Woodland Heights,Pennsylvania,49509
Woodlyn,Pennsylvania,67353
Woodside,Pennsylvania,176989
Woodward,Pennsylvania,56944
Woolrich,Pennsylvania,65726
Wopsononock,Pennsylvania,-
Wormleysburg borough,Pennsylvania,67969
Worthington borough,Pennsylvania,68125
Worthville borough,Pennsylvania,70000
Woxall,Pennsylvania,105179
Wrightsville borough,Pennsylvania,59036
Wyalusing borough,Pennsylvania,37604
Wyano,Pennsylvania,66932
Wylandville,Pennsylvania,-
Wyncote,Pennsylvania,120167
Wyndmoor,Pennsylvania,122500
Wyoming borough,Pennsylvania,57462
Wyomissing borough,Pennsylvania,83393
Yardley borough,Pennsylvania,104250
Yarnell,Pennsylvania,93281
Yatesville borough,Pennsylvania,83333
Yeadon borough,Pennsylvania,56509
Yeagertown,Pennsylvania,58649
Yellow Springs,Pennsylvania,51250
Yoe borough,Pennsylvania,52188
York,Pennsylvania,39764
Yorkana borough,Pennsylvania,64583
York Haven borough,Pennsylvania,62500
Yorklyn,Pennsylvania,64861
York Springs borough,Pennsylvania,54375
Youngstown borough,Pennsylvania,57250
Youngsville borough,Pennsylvania,47656
Youngwood borough,Pennsylvania,68891
Yukon,Pennsylvania,42294
Zelienople borough,Pennsylvania,57550
Zion,Pennsylvania,104038
Ashaway,Rhode Island,91991
Bradford,Rhode Island,57292
Carolina,Rhode Island,84352
Central Falls,Rhode Island,40235
Charlestown,Rhode Island,89489
Chepachet,Rhode Island,68938
Clayville,Rhode Island,-
Cranston,Rhode Island,77145
Cumberland Hill,Rhode Island,106827
East Providence,Rhode Island,65016
Foster Center,Rhode Island,-
Greene,Rhode Island,89007
Greenville,Rhode Island,87083
Harmony,Rhode Island,95694
Harrisville,Rhode Island,58917
Hope Valley,Rhode Island,86367
Hopkinton,Rhode Island,33198
Kingston,Rhode Island,116250
Melville,Rhode Island,94929
Misquamicut,Rhode Island,124688
Narragansett Pier,Rhode Island,80625
Newport,Rhode Island,77092
Newport East,Rhode Island,76625
Pascoag,Rhode Island,89624
Pawtucket,Rhode Island,56427
Providence,Rhode Island,55787
Quonochontaug,Rhode Island,-
Tiverton,Rhode Island,80275
Valley Falls,Rhode Island,90851
Wakefield-Peace Dale,Rhode Island,86250
Warwick,Rhode Island,77110
Watch Hill,Rhode Island,122931
Weekapaug,Rhode Island,72167
Westerly,Rhode Island,79565
Woonsocket,Rhode Island,48822
Wyoming,Rhode Island,72171
Abbeville,South Carolina,33942
Abney Crossroads,South Carolina,-
Adams Run,South Carolina,42159
Aiken,South Carolina,58125
Alcolu,South Carolina,30536
Allendale,South Carolina,20918
Anderson,South Carolina,37439
Andrews,South Carolina,39826
Antreville,South Carolina,-
Arcadia,South Carolina,37396
Arcadia Lakes,South Carolina,94750
Arial,South Carolina,46500
Arkwright,South Carolina,45827
Arthurtown,South Carolina,19833
Ashwood,South Carolina,23850
Atlantic Beach,South Carolina,36429
Awendaw,South Carolina,57951
Aynor,South Carolina,79196
Bamberg,South Carolina,26164
Barnwell,South Carolina,30298
Batesburg-Leesville,South Carolina,46070
Baxter Village,South Carolina,131853
Beaufort,South Carolina,53653
Beech Island,South Carolina,36339
Belton,South Carolina,42344
Belvedere,South Carolina,46641
Ben Avon,South Carolina,41460
Bennettsville,South Carolina,31866
Berea,South Carolina,39852
Bethune,South Carolina,30446
Bishopville,South Carolina,37625
Blacksburg,South Carolina,30308
Blackville,South Carolina,19583
Blenheim,South Carolina,46667
Bluffton,South Carolina,89245
Blythewood,South Carolina,102298
Boiling Springs,South Carolina,63184
Bonneau,South Carolina,39375
Bonneau Beach,South Carolina,52131
Bowman,South Carolina,35054
Boykin,South Carolina,76935
Bradley,South Carolina,40417
Branchville,South Carolina,30750
Briarcliffe Acres,South Carolina,137750
Brookdale,South Carolina,30077
Browntown,South Carolina,-
Brunson,South Carolina,34489
Bucksport,South Carolina,47695
Buffalo,South Carolina,28523
Buford,South Carolina,66023
Burnettown,South Carolina,34492
Burton,South Carolina,53971
Caesars Head,South Carolina,71250
Calhoun Falls,South Carolina,28700
Camden,South Carolina,44573
Cameron,South Carolina,59500
Camp Croft,South Carolina,35000
Campobello,South Carolina,77750
Cane Savannah,South Carolina,59034
Capitol View,South Carolina,51214
Carlisle,South Carolina,43750
Carolina Forest,South Carolina,62121
Cash,South Carolina,-
Catawba,South Carolina,48185
Cateechee,South Carolina,-
Cayce,South Carolina,55162
Centenary,South Carolina,-
Centerville,South Carolina,57694
Central,South Carolina,36596
Central Pacolet,South Carolina,38000
Chapin,South Carolina,64236
Charleston,South Carolina,76556
Cheraw,South Carolina,29276
Cherokee Falls,South Carolina,-
Cherryvale,South Carolina,38333
Chesnee,South Carolina,40125
Chester,South Carolina,31210
Chesterfield,South Carolina,51250
Chickasaw Point,South Carolina,60352
City View,South Carolina,29750
Clarks Hill,South Carolina,-
Clearwater,South Carolina,45508
Clemson,South Carolina,48335
Clemson University,South Carolina,-
Clifton,South Carolina,42795
Clinton,South Carolina,35462
Clio,South Carolina,31875
Clover,South Carolina,55893
Cokesbury,South Carolina,22095
Columbia,South Carolina,48791
Conestee,South Carolina,39417
Converse,South Carolina,64955
Conway,South Carolina,44976
Coosawhatchie,South Carolina,-
Cope,South Carolina,-
Cordova,South Carolina,60833
Coronaca,South Carolina,-
Cottageville,South Carolina,58182
Coward,South Carolina,40536
Cowpens,South Carolina,34917
Cross Anchor,South Carolina,-
Cross Hill,South Carolina,34408
Dacusville,South Carolina,99219
Dale,South Carolina,-
Dalzell,South Carolina,58924
Danwood,South Carolina,52955
Darlington,South Carolina,31652
Daufuskie Island,South Carolina,136413
Daviston,South Carolina,19444
DeBordieu Colony,South Carolina,212574
Denmark,South Carolina,25921
Dentsville,South Carolina,36820
Dillon,South Carolina,42822
Donalds,South Carolina,42813
Dovesville,South Carolina,28542
Drayton,South Carolina,46453
Due West,South Carolina,48125
Dunbar,South Carolina,55094
Duncan,South Carolina,52979
Dunean,South Carolina,38074
Easley,South Carolina,57269
East Camden,South Carolina,38365
East Gaffney,South Carolina,28661
Eastover,South Carolina,18641
East Sumter,South Carolina,42500
Edgefield,South Carolina,29643
Edisto,South Carolina,25536
Edisto Beach,South Carolina,71667
Edmund,South Carolina,38594
Ehrhardt,South Carolina,33141
Elgin,South Carolina,75227
Elgin,South Carolina,55152
Elko,South Carolina,35962
Elliott,South Carolina,-
Elloree,South Carolina,28304
Enoree,South Carolina,28618
Estill,South Carolina,30305
Eureka Mill,South Carolina,30987
Eutawville,South Carolina,-
Fairfax,South Carolina,38306
Fairforest,South Carolina,46964
Fair Play,South Carolina,100966
Fairview Crossroads,South Carolina,37321
Fingerville,South Carolina,-
Finklea,South Carolina,46139
Five Forks,South Carolina,125343
Florence,South Carolina,52425
Floydale,South Carolina,33792
Folly Beach,South Carolina,76250
Forest Acres,South Carolina,67575
Forestbrook,South Carolina,63511
Foreston,South Carolina,51136
Fort Lawn,South Carolina,39632
Fort Mill,South Carolina,120665
Fountain Inn,South Carolina,72558
Fripp Island,South Carolina,78393
Furman,South Carolina,75500
Gadsden,South Carolina,34436
Gaffney,South Carolina,33514
Gantt,South Carolina,40723
Garden City,South Carolina,46791
Gaston,South Carolina,54044
Gayle Mill,South Carolina,65179
Georgetown,South Carolina,42998
Gifford,South Carolina,28250
Gilbert,South Carolina,70583
Gillisonville,South Carolina,-
Glendale,South Carolina,45625
Glenn Springs,South Carolina,51791
Gloverville,South Carolina,43415
Golden Grove,South Carolina,60446
Goose Creek,South Carolina,78756
Govan,South Carolina,-
Gramling,South Carolina,-
Graniteville,South Carolina,37353
Gray Court,South Carolina,42330
Great Falls,South Carolina,40917
Greeleyville,South Carolina,28125
Green Sea,South Carolina,-
Greenville,South Carolina,60388
Greenwood,South Carolina,35378
Greer,South Carolina,67536
Grover,South Carolina,-
Hamer,South Carolina,77692
Hampton,South Carolina,48898
Hanahan,South Carolina,76094
Harbor Island,South Carolina,90784
Hardeeville,South Carolina,66672
Harleyville,South Carolina,55870
Hartsville,South Carolina,40716
Heath Springs,South Carolina,40893
Helena,South Carolina,-
Hemingway,South Carolina,34100
Hickory Grove,South Carolina,49821
Hilda,South Carolina,38021
Hilltop,South Carolina,36781
Hilton Head Island,South Carolina,87884
Hodges,South Carolina,46250
Holly Hill,South Carolina,41458
Hollywood,South Carolina,68690
Homeland Park,South Carolina,32890
Homewood,South Carolina,49375
Honea Path,South Carolina,40714
Hopkins,South Carolina,52396
India Hook,South Carolina,94918
Inman,South Carolina,51210
Inman Mills,South Carolina,35345
Irmo,South Carolina,81380
Irwin,South Carolina,-
Islandton,South Carolina,-
Isle of Palms,South Carolina,134917
Iva,South Carolina,28750
Jackson,South Carolina,34366
Jacksonboro,South Carolina,49375
James Island,South Carolina,87615
Jamestown,South Carolina,35625
Jefferson,South Carolina,34375
Jenkinsville,South Carolina,33333
Joanna,South Carolina,49079
Johnsonville,South Carolina,44583
Johnston,South Carolina,30694
Jonesville,South Carolina,42083
Judson,South Carolina,35972
Keowee Key,South Carolina,113375
Kershaw,South Carolina,45438
Ketchuptown,South Carolina,-
Kiawah Island,South Carolina,216750
Kingstree,South Carolina,29330
Kline,South Carolina,44375
Ladson,South Carolina,61411
La France,South Carolina,79200
Lake City,South Carolina,34260
Lake Murray of Richland,South Carolina,108000
Lake Secession,South Carolina,38292
Lake View,South Carolina,21957
Lakewood,South Carolina,60375
Lake Wylie,South Carolina,107534
Lamar,South Carolina,34716
Lancaster,South Carolina,29738
Landrum,South Carolina,38333
Lane,South Carolina,33447
Langley,South Carolina,42436
Latta,South Carolina,42328
Laurel Bay,South Carolina,46786
Laurens,South Carolina,48574
Lesslie,South Carolina,75430
Lexington,South Carolina,73785
Liberty,South Carolina,42052
Lincolnville,South Carolina,23750
Litchfield Beach,South Carolina,67011
Little Mountain,South Carolina,75833
Little River,South Carolina,56733
Little Rock,South Carolina,21794
Live Oak,South Carolina,-
Livingston,South Carolina,41250
Lobeco,South Carolina,-
Lockhart,South Carolina,36750
Lodge,South Carolina,32188
Longcreek,South Carolina,-
Loris,South Carolina,30102
Lowndesville,South Carolina,-
Lowrys,South Carolina,58750
Lugoff,South Carolina,54727
Luray,South Carolina,46500
Lydia,South Carolina,20165
Lyman,South Carolina,78906
Lynchburg,South Carolina,31250
